player,shot_type,location,defender_distance,time_remaining,score_diff,shot_success
Player B,3PT,paint,3.73,7,-2,False
Player A,LAYUP,paint,1.84,12,-6,False
Player A,MIDRANGE,left wing,3.2,17,-8,False
Player C,LAYUP,paint,2.88,1,-2,False
Player A,3PT,top of key,2.62,5,6,True
Player B,MIDRANGE,paint,3.26,23,10,False
Player C,3PT,right wing,1.14,21,9,False
Player A,LAYUP,top of key,3.79,13,-8,True
Player C,3PT,paint,0.6,6,4,False
Player A,LAYUP,right wing,1.78,8,-9,True
Player A,MIDRANGE,left wing,3.46,3,-6,True
Player C,3PT,top of key,1.37,18,-2,False
Player C,3PT,right wing,2.98,12,-6,True
Player B,LAYUP,right wing,0.61,1,-3,True
Player B,MIDRANGE,paint,1.41,23,9,False
Player B,LAYUP,left wing,1.68,2,1,True
Player C,MIDRANGE,paint,3.44,16,10,True
Player A,3PT,left wing,2.49,24,-1,True
Player A,LAYUP,top of key,1.74,16,-3,True
Player A,3PT,paint,0.52,21,-8,False
Player A,LAYUP,top of key,1.83,3,7,False
Player B,LAYUP,right wing,3.98,11,-2,True
Player C,MIDRANGE,right wing,1.48,23,1,False
Player C,LAYUP,top of key,3.35,22,1,True
Player C,MIDRANGE,paint,3.24,16,7,False
Player C,LAYUP,right wing,1.29,3,-9,True
Player B,MIDRANGE,right wing,1.95,12,0,False
Player C,MIDRANGE,right wing,0.74,8,0,False
Player C,MIDRANGE,right wing,3.04,15,1,False
Player A,3PT,top of key,3.47,14,3,True
Player A,MIDRANGE,top of key,0.66,11,4,True
Player B,3PT,top of key,2.12,12,4,True
Player A,3PT,paint,1.66,15,6,False
Player A,3PT,left wing,0.54,22,2,True
Player A,MIDRANGE,right wing,3.72,11,2,False
Player B,MIDRANGE,top of key,3.24,11,-1,False
Player C,LAYUP,paint,1.33,24,-8,False
Player C,LAYUP,left wing,1.03,6,6,True
Player B,MIDRANGE,paint,2.61,24,-2,False
Player B,3PT,paint,3.5,8,8,True
Player B,MIDRANGE,top of key,3.44,10,2,False
Player B,3PT,right wing,2.86,15,9,True
Player B,LAYUP,left wing,3.72,21,-2,False
Player A,LAYUP,left wing,3.77,8,-6,True
Player B,3PT,top of key,2.61,19,3,True
Player B,3PT,left wing,3.95,20,7,False
Player B,LAYUP,left wing,3.92,1,9,True
Player A,LAYUP,right wing,3.11,24,7,True
Player A,LAYUP,top of key,3.98,16,4,True
Player C,MIDRANGE,top of key,1.53,13,-5,False
Player B,LAYUP,paint,3.11,13,10,True
Player B,3PT,right wing,2.76,20,-10,True
Player C,LAYUP,right wing,3.9,24,-8,True
Player A,3PT,paint,2.71,10,-2,False
Player A,LAYUP,top of key,1.59,21,-8,True
Player B,LAYUP,right wing,1.42,13,5,True
Player B,MIDRANGE,right wing,1.15,6,2,False
Player A,MIDRANGE,left wing,3.16,21,-6,False
Player A,LAYUP,top of key,2.46,17,-4,False
Player A,3PT,right wing,3.08,1,8,False
Player C,LAYUP,right wing,1.34,19,10,True
Player B,MIDRANGE,top of key,2.54,11,4,True
Player C,LAYUP,right wing,1.37,1,7,False
Player C,3PT,right wing,3.04,15,-3,True
Player A,LAYUP,paint,2.3,12,0,True
Player C,3PT,top of key,1.68,5,-4,False
Player A,LAYUP,paint,1.4,16,-8,True
Player B,LAYUP,right wing,2.29,4,-1,True
Player B,LAYUP,paint,3.07,16,8,True
Player A,LAYUP,paint,2.37,11,-3,False
Player C,MIDRANGE,paint,1.36,14,4,True
Player B,MIDRANGE,top of key,0.68,24,6,False
Player B,3PT,paint,2.45,8,-1,False
Player B,3PT,right wing,3.87,5,-2,True
Player C,MIDRANGE,right wing,2.31,16,-4,False
Player B,3PT,paint,3.7,1,-6,False
Player C,LAYUP,top of key,2.76,10,10,True
Player B,LAYUP,top of key,2.76,2,-10,False
Player B,LAYUP,top of key,3.78,10,2,True
Player B,MIDRANGE,paint,0.73,21,5,False
Player B,MIDRANGE,left wing,2.58,23,4,False
Player A,MIDRANGE,top of key,1.09,13,-2,True
Player A,3PT,left wing,3.3,13,9,False
Player B,LAYUP,left wing,0.91,18,-7,False
Player B,LAYUP,top of key,1.39,24,-7,True
Player C,3PT,right wing,3.3,20,7,False
Player A,LAYUP,left wing,3.69,17,-5,False
Player B,3PT,paint,1.53,19,-10,False
Player C,MIDRANGE,top of key,2.0,15,10,True
Player A,3PT,paint,0.81,14,-9,False
Player B,3PT,left wing,2.4,11,0,True
Player C,3PT,left wing,3.18,19,7,False
Player B,MIDRANGE,paint,1.46,21,5,False
Player B,3PT,left wing,3.3,6,5,False
Player C,MIDRANGE,left wing,3.62,19,10,True
Player A,LAYUP,right wing,3.37,5,-8,False
Player B,LAYUP,top of key,3.96,3,10,True
Player A,MIDRANGE,paint,1.9,12,6,False
Player A,3PT,top of key,1.64,6,2,True
Player A,MIDRANGE,right wing,2.21,18,-7,True
Player C,MIDRANGE,left wing,2.03,4,-5,False
Player B,LAYUP,right wing,2.82,22,2,False
Player C,LAYUP,right wing,2.74,17,9,False
Player A,LAYUP,paint,3.45,16,2,True
Player B,LAYUP,paint,2.56,19,-1,True
Player A,MIDRANGE,paint,0.93,5,3,False
Player C,MIDRANGE,top of key,2.87,13,8,False
Player C,3PT,left wing,3.37,12,2,False
Player C,3PT,right wing,1.0,18,0,False
Player C,LAYUP,left wing,3.21,16,-6,False
Player A,MIDRANGE,paint,1.81,2,-5,False
Player B,3PT,top of key,1.83,11,-5,True
Player C,3PT,left wing,2.04,11,9,False
Player A,3PT,right wing,2.8,18,-6,True
Player C,LAYUP,left wing,2.12,3,-8,True
Player A,LAYUP,paint,2.35,4,6,True
Player B,LAYUP,right wing,3.28,17,9,True
Player C,3PT,right wing,2.33,23,9,False
Player B,3PT,right wing,2.09,7,7,False
Player C,MIDRANGE,paint,1.93,7,-2,False
Player B,LAYUP,left wing,3.25,19,-5,True
Player B,MIDRANGE,top of key,2.71,6,9,True
Player C,LAYUP,paint,2.41,9,-8,False
Player C,MIDRANGE,right wing,1.66,4,3,False
Player A,MIDRANGE,left wing,2.33,10,-5,True
Player A,LAYUP,right wing,0.83,20,-2,True
Player C,MIDRANGE,paint,2.53,1,-1,True
Player A,LAYUP,paint,1.71,5,4,True
Player A,3PT,right wing,1.49,7,-9,True
Player C,LAYUP,right wing,2.78,19,-10,True
Player A,LAYUP,paint,0.83,22,6,True
Player A,3PT,top of key,3.58,7,0,False
Player C,MIDRANGE,paint,2.03,11,2,True
Player B,LAYUP,top of key,1.9,7,-7,True
Player A,MIDRANGE,paint,2.6,23,-3,False
Player B,MIDRANGE,paint,1.65,23,-4,True
Player C,LAYUP,right wing,1.47,22,1,True
Player B,MIDRANGE,right wing,2.33,7,5,False
Player C,3PT,paint,2.06,22,5,True
Player C,3PT,left wing,2.5,19,-8,False
Player A,LAYUP,top of key,1.59,4,-2,False
Player C,LAYUP,paint,0.74,19,-10,True
Player B,LAYUP,top of key,2.66,16,8,False
Player A,LAYUP,left wing,1.09,20,3,False
Player C,3PT,right wing,2.98,24,4,False
Player A,MIDRANGE,left wing,0.59,24,-2,False
Player A,LAYUP,left wing,0.97,11,8,True
Player B,MIDRANGE,paint,2.43,4,-4,False
Player C,LAYUP,paint,1.32,22,9,False
Player A,MIDRANGE,left wing,3.12,9,9,False
Player B,3PT,left wing,2.17,24,2,False
Player C,LAYUP,paint,2.03,16,9,False
Player A,LAYUP,left wing,3.87,12,-2,False
Player A,3PT,left wing,0.55,16,1,True
Player C,3PT,right wing,3.74,7,-7,False
Player A,3PT,left wing,1.13,11,-6,True
Player B,MIDRANGE,paint,3.21,9,-2,True
Player A,MIDRANGE,left wing,1.79,10,-3,False
Player A,MIDRANGE,left wing,3.53,13,9,False
Player B,LAYUP,right wing,2.24,7,5,True
Player A,MIDRANGE,left wing,2.86,9,-4,False
Player C,MIDRANGE,right wing,0.87,8,-4,False
Player A,LAYUP,left wing,3.5,4,8,False
Player B,LAYUP,left wing,3.06,19,6,True
Player C,LAYUP,right wing,3.13,13,3,True
Player B,3PT,paint,2.73,13,3,False
Player B,MIDRANGE,left wing,3.55,6,-6,True
Player C,MIDRANGE,right wing,1.83,24,4,False
Player A,MIDRANGE,paint,0.98,15,-8,True
Player A,LAYUP,top of key,3.49,13,5,True
Player C,LAYUP,left wing,2.4,12,1,True
Player C,3PT,paint,3.37,6,-5,False
Player B,3PT,left wing,1.26,12,-9,False
Player A,3PT,paint,2.94,20,1,True
Player B,MIDRANGE,right wing,0.68,13,-8,True
Player C,MIDRANGE,left wing,1.8,13,-3,True
Player C,3PT,top of key,3.49,8,-3,False
Player A,3PT,left wing,3.84,15,-7,True
Player C,MIDRANGE,top of key,3.31,2,2,False
Player B,LAYUP,left wing,3.54,22,7,True
Player C,3PT,right wing,0.84,5,2,False
Player C,LAYUP,top of key,1.32,4,-7,True
Player B,3PT,left wing,1.33,1,-9,True
Player C,3PT,paint,1.99,23,-3,False
Player C,LAYUP,paint,3.25,20,7,True
Player B,MIDRANGE,top of key,2.33,5,7,True
Player A,3PT,top of key,1.03,9,-3,False
Player A,MIDRANGE,left wing,1.33,3,9,True
Player A,3PT,paint,3.41,5,-4,False
Player C,3PT,left wing,1.6,14,2,False
Player A,3PT,right wing,3.84,11,7,True
Player A,3PT,top of key,3.06,21,-9,True
Player A,3PT,left wing,3.12,8,8,False
Player A,MIDRANGE,right wing,2.44,5,-4,True
Player A,MIDRANGE,left wing,1.93,23,4,False
Player B,LAYUP,top of key,1.02,5,7,True
Player A,MIDRANGE,right wing,0.87,21,-3,False
Player C,LAYUP,left wing,0.62,7,-7,True
Player C,MIDRANGE,left wing,3.55,6,6,True
Player A,3PT,right wing,3.07,24,8,False
Player C,LAYUP,right wing,0.62,20,-9,True
Player A,LAYUP,top of key,2.27,16,9,True
Player C,LAYUP,paint,1.75,13,-1,True
Player C,3PT,paint,2.98,16,7,True
Player B,LAYUP,right wing,2.06,9,-7,True
Player A,LAYUP,paint,2.93,12,5,False
Player A,LAYUP,right wing,3.0,13,-6,False
Player C,LAYUP,left wing,3.89,2,6,True
Player B,LAYUP,top of key,3.37,16,0,True
Player B,LAYUP,paint,3.98,6,9,False
Player B,LAYUP,paint,0.83,4,0,False
Player B,3PT,paint,0.69,6,-1,False
Player B,MIDRANGE,top of key,1.75,22,9,False
Player A,LAYUP,right wing,0.71,22,4,True
Player B,3PT,paint,0.58,5,-10,True
Player A,LAYUP,left wing,3.74,13,-6,True
Player B,3PT,top of key,1.0,19,-8,False
Player A,LAYUP,right wing,1.05,13,2,True
Player B,LAYUP,top of key,3.21,3,-7,True
Player B,MIDRANGE,left wing,2.99,2,7,False
Player C,LAYUP,left wing,3.91,7,-7,True
Player B,3PT,paint,1.91,14,3,False
Player A,LAYUP,top of key,0.53,17,8,True
Player B,LAYUP,top of key,3.23,12,-6,True
Player A,MIDRANGE,top of key,1.83,18,-4,True
Player A,LAYUP,right wing,2.27,11,-7,True
Player A,LAYUP,left wing,1.12,13,-3,False
Player B,LAYUP,left wing,3.09,7,1,False
Player C,LAYUP,paint,3.7,20,-6,False
Player B,LAYUP,top of key,3.27,7,4,False
Player C,3PT,paint,1.22,18,6,False
Player B,LAYUP,right wing,1.14,14,-3,True
Player C,LAYUP,top of key,2.52,11,-1,False
Player A,MIDRANGE,right wing,3.22,7,4,True
Player B,LAYUP,left wing,1.03,20,8,False
Player A,3PT,right wing,2.92,23,-4,True
Player C,MIDRANGE,right wing,3.52,24,-3,False
Player C,3PT,top of key,3.48,20,2,True
Player C,MIDRANGE,paint,1.14,2,-4,True
Player B,3PT,top of key,3.66,4,7,False
Player C,3PT,right wing,3.8,1,-9,False
Player A,LAYUP,right wing,1.68,4,1,False
Player A,LAYUP,left wing,2.46,15,-2,False
Player A,LAYUP,paint,1.62,3,2,True
Player B,MIDRANGE,right wing,1.62,21,-6,True
Player A,LAYUP,paint,3.05,2,-8,False
Player B,LAYUP,paint,1.81,2,6,True
Player C,3PT,paint,0.79,24,6,False
Player A,LAYUP,top of key,0.79,13,8,False
Player C,3PT,top of key,2.7,3,1,True
Player A,LAYUP,paint,3.35,11,1,False
Player A,3PT,paint,2.84,3,-1,True
Player A,3PT,right wing,1.66,20,6,False
Player B,3PT,right wing,3.42,23,0,False
Player B,3PT,left wing,1.37,19,5,False
Player C,3PT,top of key,2.97,11,10,True
Player B,MIDRANGE,top of key,2.28,3,9,True
Player A,3PT,left wing,0.9,5,6,False
Player C,3PT,left wing,3.08,22,2,False
Player A,LAYUP,top of key,1.38,2,3,True
Player A,MIDRANGE,top of key,2.52,17,-4,True
Player C,MIDRANGE,paint,3.39,9,6,False
Player C,LAYUP,right wing,2.05,7,-4,True
Player A,3PT,paint,3.8,10,-6,False
Player B,LAYUP,paint,3.06,18,1,False
Player C,LAYUP,top of key,2.88,6,7,True
Player C,LAYUP,left wing,0.85,20,0,True
Player A,LAYUP,right wing,1.22,10,2,True
Player A,3PT,left wing,3.6,19,2,True
Player C,LAYUP,paint,1.19,3,9,False
Player C,3PT,paint,2.01,3,7,True
Player B,MIDRANGE,right wing,1.31,20,1,False
Player A,3PT,paint,2.97,6,-8,False
Player C,3PT,right wing,2.88,13,-10,False
Player C,LAYUP,top of key,1.97,1,6,False
Player A,MIDRANGE,top of key,2.7,7,-4,True
Player C,MIDRANGE,left wing,2.75,6,-8,False
Player A,MIDRANGE,left wing,0.7,16,10,False
Player A,MIDRANGE,paint,0.59,16,-2,False
Player C,MIDRANGE,top of key,3.43,23,-2,False
Player A,LAYUP,paint,2.31,12,0,False
Player C,LAYUP,top of key,1.93,22,8,True
Player B,LAYUP,left wing,3.58,15,5,True
Player B,LAYUP,top of key,0.84,1,-1,True
Player A,LAYUP,left wing,1.06,3,-2,True
Player B,3PT,top of key,3.2,6,0,False
Player B,3PT,paint,3.42,4,10,False
Player A,LAYUP,paint,3.19,20,-8,False
Player A,3PT,right wing,3.03,20,0,True
Player C,LAYUP,top of key,2.87,21,-6,True
Player A,LAYUP,paint,1.76,11,5,True
Player C,3PT,top of key,1.38,16,6,False
Player B,LAYUP,right wing,3.95,8,-1,True
Player B,MIDRANGE,left wing,2.59,14,8,True
Player A,LAYUP,left wing,1.8,3,5,True
Player C,3PT,paint,0.61,13,0,True
Player B,3PT,paint,3.31,8,8,True
Player A,MIDRANGE,right wing,2.11,17,4,False
Player C,3PT,left wing,3.75,12,0,False
Player A,MIDRANGE,left wing,3.3,19,-5,False
Player C,3PT,left wing,2.08,13,-3,False
Player C,LAYUP,top of key,2.51,22,-2,True
Player C,LAYUP,paint,3.63,12,10,True
Player B,3PT,left wing,3.15,1,7,True
Player A,3PT,left wing,3.79,6,5,True
Player C,3PT,left wing,1.19,21,4,False
Player A,3PT,right wing,1.42,3,1,False
Player B,3PT,right wing,1.0,7,4,False
Player B,3PT,right wing,1.37,15,3,True
Player B,MIDRANGE,top of key,2.09,5,-7,True
Player B,MIDRANGE,top of key,3.21,5,10,False
Player B,LAYUP,paint,0.99,5,5,True
Player B,MIDRANGE,left wing,3.65,7,9,False
Player A,3PT,top of key,2.94,12,5,False
Player C,3PT,right wing,3.81,13,0,True
Player A,3PT,top of key,1.69,18,4,False
Player A,LAYUP,left wing,0.94,13,-6,False
Player A,3PT,paint,2.85,9,-6,False
Player A,MIDRANGE,left wing,0.92,14,-9,False
Player A,3PT,left wing,1.04,13,7,False
Player A,MIDRANGE,left wing,2.56,12,8,True
Player C,LAYUP,left wing,3.69,18,0,True
Player A,MIDRANGE,left wing,3.97,5,-8,True
Player B,LAYUP,right wing,3.03,7,8,False
Player A,3PT,left wing,2.05,6,1,False
Player B,MIDRANGE,paint,0.64,13,2,False
Player C,3PT,left wing,1.03,19,-4,True
Player C,3PT,right wing,0.6,15,-6,False
Player B,LAYUP,left wing,0.7,4,9,True
Player C,LAYUP,left wing,1.35,21,8,False
Player C,3PT,left wing,2.61,20,-5,True
Player C,LAYUP,top of key,2.21,9,6,True
Player C,LAYUP,paint,1.29,16,-8,False
Player B,LAYUP,paint,2.59,23,-3,True
Player A,MIDRANGE,paint,2.74,2,2,True
Player A,3PT,right wing,1.07,8,0,False
Player A,LAYUP,top of key,1.55,1,-4,False
Player B,LAYUP,right wing,1.25,21,2,True
Player B,3PT,left wing,3.34,16,0,True
Player A,3PT,right wing,0.52,11,-7,False
Player A,LAYUP,right wing,3.76,1,1,False
Player A,MIDRANGE,top of key,1.2,17,5,False
Player A,3PT,paint,3.8,8,2,True
Player A,MIDRANGE,top of key,3.78,23,3,False
Player B,LAYUP,left wing,3.98,20,8,False
Player B,3PT,top of key,3.19,7,2,False
Player B,3PT,paint,2.13,18,-1,True
Player B,3PT,paint,3.82,17,6,True
Player A,LAYUP,left wing,0.86,3,-10,False
Player A,LAYUP,top of key,3.52,4,2,True
Player C,MIDRANGE,top of key,0.53,10,4,False
Player B,3PT,top of key,0.95,12,-2,True
Player A,LAYUP,paint,1.72,24,-10,True
Player A,LAYUP,right wing,3.74,4,-5,False
Player C,LAYUP,top of key,0.96,13,3,True
Player B,LAYUP,left wing,0.5,7,-2,True
Player B,LAYUP,left wing,3.43,14,-5,True
Player A,3PT,top of key,1.19,8,2,False
Player A,3PT,paint,0.89,16,8,True
Player B,3PT,right wing,1.85,9,7,False
Player C,MIDRANGE,top of key,2.98,5,1,True
Player C,3PT,paint,3.76,17,5,True
Player A,3PT,top of key,1.14,15,10,True
Player A,3PT,paint,2.45,15,-4,False
Player C,MIDRANGE,paint,0.89,22,-10,False
Player B,3PT,left wing,3.45,4,2,False
Player B,LAYUP,paint,2.96,22,-7,False
Player A,MIDRANGE,paint,3.25,21,2,True
Player B,MIDRANGE,right wing,3.43,13,5,True
Player C,MIDRANGE,top of key,1.82,9,10,False
Player C,MIDRANGE,right wing,2.0,7,5,True
Player A,3PT,top of key,3.61,20,-10,False
Player A,3PT,left wing,2.54,12,-2,False
Player A,3PT,paint,0.69,20,-3,True
Player C,MIDRANGE,right wing,3.03,2,-2,True
Player B,LAYUP,paint,1.94,15,-7,False
Player C,MIDRANGE,top of key,2.79,11,-6,False
Player C,LAYUP,top of key,3.5,4,0,False
Player B,LAYUP,left wing,1.36,19,9,True
Player C,LAYUP,left wing,2.59,7,-7,False
Player B,MIDRANGE,left wing,3.96,11,-2,True
Player B,3PT,right wing,1.61,21,-5,True
Player C,LAYUP,left wing,1.3,12,-9,True
Player A,3PT,right wing,1.99,8,2,False
Player B,LAYUP,right wing,3.25,7,-9,False
Player B,MIDRANGE,right wing,1.35,5,2,True
Player A,3PT,right wing,1.92,19,7,False
Player C,3PT,right wing,3.37,5,5,False
Player B,LAYUP,left wing,3.67,18,8,True
Player C,3PT,right wing,1.62,24,1,True
Player B,MIDRANGE,top of key,2.41,15,6,True
Player A,MIDRANGE,paint,1.15,16,0,True
Player C,LAYUP,top of key,3.09,18,2,True
Player B,3PT,left wing,3.25,12,5,False
Player B,LAYUP,top of key,0.73,7,2,False
Player A,MIDRANGE,top of key,2.44,5,5,False
Player B,MIDRANGE,left wing,2.07,13,-3,False
Player B,MIDRANGE,top of key,1.79,2,-10,False
Player A,3PT,right wing,1.71,1,-2,False
Player A,3PT,right wing,2.89,14,-1,True
Player B,LAYUP,right wing,1.69,15,1,True
Player B,LAYUP,left wing,3.9,6,4,True
Player A,3PT,right wing,0.8,11,1,True
Player B,3PT,paint,2.3,3,2,False
Player C,3PT,right wing,1.23,1,-9,True
Player B,LAYUP,right wing,2.96,18,-5,True
Player B,3PT,paint,1.87,23,0,True
Player C,3PT,right wing,0.9,2,-6,False
Player B,3PT,left wing,0.67,18,10,False
Player B,3PT,top of key,2.28,24,-7,True
Player C,MIDRANGE,paint,1.38,7,3,False
Player C,LAYUP,top of key,3.39,19,5,True
Player B,LAYUP,right wing,2.82,17,-2,True
Player C,3PT,right wing,1.78,9,-8,False
Player A,3PT,left wing,3.48,15,-1,False
Player B,3PT,top of key,1.27,20,-4,False
Player A,LAYUP,left wing,1.61,17,1,True
Player B,LAYUP,paint,1.52,19,5,True
Player B,3PT,left wing,0.97,22,5,False
Player B,3PT,right wing,3.19,11,9,False
Player A,MIDRANGE,top of key,1.76,20,-4,False
Player C,MIDRANGE,paint,3.9,4,6,True
Player B,LAYUP,paint,2.24,24,8,True
Player A,LAYUP,paint,1.43,8,3,True
Player C,LAYUP,top of key,3.9,21,-3,False
Player B,MIDRANGE,left wing,0.64,21,10,True
Player B,3PT,left wing,2.38,17,-7,True
Player A,LAYUP,right wing,3.4,13,4,True
Player A,LAYUP,paint,1.03,2,9,True
Player C,MIDRANGE,paint,3.0,17,0,True
Player A,LAYUP,right wing,0.77,12,-5,True
Player B,3PT,right wing,1.64,5,8,True
Player C,LAYUP,paint,1.99,13,4,False
Player B,LAYUP,left wing,1.91,13,3,True
Player C,MIDRANGE,right wing,3.85,20,-10,True
Player B,MIDRANGE,top of key,3.86,8,-10,False
Player C,LAYUP,paint,3.63,4,5,True
Player B,3PT,paint,2.01,19,-4,True
Player B,3PT,top of key,2.88,17,8,True
Player C,MIDRANGE,top of key,1.26,17,-1,True
Player A,3PT,paint,0.81,6,-8,True
Player C,LAYUP,left wing,1.6,24,-10,True
Player A,LAYUP,left wing,1.55,15,8,True
Player A,LAYUP,left wing,2.09,14,-10,True
Player C,LAYUP,right wing,2.73,9,0,True
Player A,LAYUP,paint,0.63,22,-7,True
Player B,LAYUP,right wing,1.71,9,5,True
Player C,MIDRANGE,left wing,1.51,14,-5,True
Player C,MIDRANGE,top of key,3.61,3,-1,False
Player B,LAYUP,paint,0.81,5,-2,False
Player C,LAYUP,top of key,2.13,18,3,True
Player B,LAYUP,paint,1.81,17,-4,False
Player C,3PT,top of key,1.69,19,-9,True
Player A,3PT,top of key,2.57,14,-9,False
Player B,MIDRANGE,right wing,3.4,23,9,False
Player A,LAYUP,top of key,3.21,13,4,True
Player B,3PT,top of key,2.89,7,-7,False
Player C,MIDRANGE,left wing,2.4,5,-1,True
Player A,3PT,left wing,1.29,21,6,False
Player B,MIDRANGE,top of key,3.06,10,8,True
Player B,MIDRANGE,left wing,0.57,7,-10,True
Player B,3PT,left wing,0.78,1,-7,False
Player C,LAYUP,left wing,0.84,19,0,False
Player C,3PT,right wing,0.78,11,9,True
Player C,LAYUP,right wing,3.8,20,1,True
Player C,MIDRANGE,paint,2.31,5,10,True
Player A,LAYUP,paint,3.04,11,-7,False
Player C,LAYUP,top of key,1.17,4,-4,True
Player C,3PT,left wing,2.43,15,-7,True
Player A,3PT,left wing,3.06,13,-8,True
Player B,3PT,paint,1.86,7,10,False
Player C,LAYUP,left wing,0.67,21,6,True
Player B,3PT,left wing,2.08,4,-1,False
Player B,LAYUP,paint,1.55,18,-7,False
Player C,MIDRANGE,left wing,2.97,2,0,True
Player B,MIDRANGE,top of key,2.43,1,8,False
Player A,LAYUP,left wing,2.87,8,5,False
Player B,MIDRANGE,paint,3.15,5,-3,True
Player C,LAYUP,top of key,2.96,13,7,False
Player A,3PT,top of key,0.54,4,2,False
Player B,3PT,right wing,1.84,3,-1,False
Player C,MIDRANGE,right wing,2.5,22,6,False
Player C,LAYUP,top of key,3.69,8,0,True
Player B,MIDRANGE,paint,0.72,14,-1,True
Player A,3PT,top of key,3.2,22,2,False
Player B,3PT,right wing,0.92,22,-2,False
Player C,LAYUP,right wing,2.43,7,3,True
Player B,MIDRANGE,right wing,1.81,24,0,False
Player B,3PT,paint,0.68,4,9,False
Player A,3PT,left wing,0.72,17,7,False
Player A,3PT,right wing,0.54,17,10,False
Player C,3PT,right wing,0.95,24,-3,True
Player C,MIDRANGE,paint,2.17,1,8,False
Player A,MIDRANGE,paint,3.42,21,-6,True
Player B,MIDRANGE,top of key,2.55,22,6,False
Player B,LAYUP,paint,1.69,14,2,True
Player A,LAYUP,right wing,2.28,16,2,True
Player A,MIDRANGE,paint,3.93,13,6,True
Player B,MIDRANGE,paint,2.75,11,3,True
Player C,3PT,left wing,0.52,21,7,False
Player C,MIDRANGE,left wing,2.12,19,-8,True
Player A,3PT,top of key,3.04,21,2,True
Player C,3PT,left wing,2.3,17,2,True
Player B,LAYUP,right wing,2.03,4,9,False
Player C,3PT,left wing,3.26,2,-7,False
Player A,3PT,paint,3.38,16,1,False
Player C,LAYUP,paint,0.55,12,-3,False
Player B,MIDRANGE,paint,1.89,6,1,False
Player A,LAYUP,right wing,1.15,8,9,False
Player B,MIDRANGE,right wing,2.11,17,-4,False
Player C,LAYUP,paint,1.61,13,4,True
Player B,LAYUP,left wing,3.58,11,-4,True
Player A,LAYUP,right wing,3.93,6,-3,False
Player A,LAYUP,top of key,1.05,10,1,False
Player A,LAYUP,left wing,2.77,21,5,False
Player C,3PT,paint,0.86,11,2,False
Player C,3PT,top of key,1.42,19,4,False
Player B,3PT,left wing,1.94,21,2,False
Player C,MIDRANGE,left wing,1.22,5,-10,False
Player B,LAYUP,paint,2.23,3,7,True
Player C,3PT,top of key,3.31,7,-8,False
Player A,3PT,paint,3.11,5,5,True
Player B,LAYUP,top of key,1.64,9,-3,True
Player A,MIDRANGE,top of key,1.33,23,-8,False
Player B,3PT,paint,1.91,4,-3,False
Player C,MIDRANGE,paint,3.59,8,8,False
Player C,MIDRANGE,right wing,4.0,22,-1,True
Player B,3PT,paint,0.5,21,-7,True
Player B,LAYUP,top of key,3.58,15,4,True
Player A,3PT,right wing,2.38,2,-7,False
Player A,3PT,right wing,3.86,18,-4,False
Player A,MIDRANGE,right wing,3.79,2,1,True
Player B,LAYUP,right wing,0.6,18,10,True
Player B,3PT,top of key,3.18,2,2,True
Player B,LAYUP,top of key,1.32,18,8,True
Player A,3PT,top of key,2.38,9,8,False
Player C,3PT,left wing,2.84,5,-2,False
Player B,LAYUP,right wing,2.89,20,4,True
Player C,3PT,right wing,3.41,8,7,False
Player A,3PT,right wing,2.38,20,-3,True
Player B,MIDRANGE,right wing,0.55,4,-9,False
Player A,MIDRANGE,right wing,1.8,9,-6,False
Player C,3PT,left wing,1.63,23,8,False
